year,meanBonus,meanHourly,medianBonus,medianHourly,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale
2022,13.9,6.9,-105,-7.5,20.9,14.7,3.5,1.7,81,80,100,100
2022,-25,1.2,-14,6.5,14.26,12.83,0.9,0,68,78,25,7
2022,54,36,57,36,48,51,15,29,94,97,25,68
2022,31,14.1,-12.3,9.1,-19.5,19.6,7.4,2.9,34.1,30.5,100,100
2022,NULL,5.5,NULL,1.36,-1.7,0,21.57,17.3,NULL,NULL,NULL,NULL
2022,55.2,28.8,24,21.8,-40.2,-26.7,29.3,-8.8,94.9,92,87.3,85.3
2022,NULL,10.07,NULL,15.06,-1.28,-0.86,-13.28,-15.96,NULL,NULL,NULL,NULL
2022,NULL,-4.95,NULL,-10.97,-0.87,2.97,2.98,9.12,NULL,NULL,0,0
2022,8.3,7.9,10.7,4.1,3.1,3,-0.1,-1.8,4,5.7,25.8,26.9
2022,NULL,6.02,NULL,-1.37,-2.79,2.33,-35.79,-31.23,NULL,NULL,0,0.24
2022,42.19,20.75,0,17.56,-6.9,20.96,37.06,-8.89,77.78,84.26,30.86,24.37
2022,NULL,2.08,NULL,-10.14,-13.2,-9.8,5.9,-20.35,NULL,NULL,NULL,NULL
2022,NULL,3.26,NULL,3.03,0.99,2.99,2.68,0.92,NULL,NULL,NULL,NULL
2022,14.7,4.2,11.9,0.8,-7.7,-4.5,2.2,1.9,88.9,89.1,NULL,NULL
2022,-59.58,-2.89,-603.92,-4.59,0,0,0,0,52.38,64.12,4.76,5.56
2022,80.2,45.5,19.6,13.5,49.4,55.8,100,100,90.1,88,93.3,92.3
2022,NULL,14.36,NULL,28.43,-93.72,-78.22,-16.22,-30.72,NULL,NULL,7,7
2022,44,50,39,24,-5,-14,-4,0,77,63,61,51
2022,28.4,15.6,22.6,19.6,NULL,NULL,NULL,NULL,72.8,73.1,91.8,93.5
2022,81,61,73,24,35,41,-5,0,91,90,6,7
2022,87,37,42,26,NULL,NULL,-5,-72,90,86,4,14
2022,NULL,16.99,NULL,24.14,16.89,4.34,14.03,9.39,NULL,NULL,0,0
2022,NULL,-2.19,NULL,-4.83,-1.65,0.23,6.24,-3.48,NULL,NULL,NULL,NULL
2022,65.81,22.96,42.49,5.01,11,-3.1,NULL,NULL,75,77,17.49,15.8
2022,NULL,4.11,NULL,-0.67,-12.43,-4.46,-24.69,-4.66,NULL,NULL,NULL,NULL
2022,34.8,22.3,0,24.4,31.7,43.7,6.8,-25.9,89.6,94.2,100,100
2022,28,11,24,14,-7,0,8,10,98,98,80,87
2022,33.2,21.1,29.8,22.6,NULL,NULL,NULL,NULL,92.2,96.9,84.7,92.9
2022,46.7,16.3,30.1,14.8,NULL,NULL,NULL,NULL,19.98,80.02,0,0
2022,NULL,25.17,NULL,0.49,16.98,-22.52,NULL,NULL,NULL,NULL,0.48,3.82
2022,30.9,11.42,0,3.14,0.61,3.3,11.56,3,96,92,76,72
2022,43.3,15.7,22.1,15,NULL,NULL,7.1,14.4,96.8,96.7,100,100
2022,9.8,0.2,9.9,6.2,NULL,NULL,NULL,NULL,82.7,78.4,85.3,86.9
2022,23.1,3.9,-17.3,1.7,0.2,1.8,NULL,NULL,2.8,3.7,0.9,1.2
2022,NULL,1.12,NULL,-8.5,-8.37,-10.97,12.07,8.23,NULL,NULL,NULL,NULL
2022,9.34,9.8,-0.24,13.05,8.06,-4.71,11.57,25.68,95.11,96.18,100,100
2022,10.4,2.8,2,0.6,NULL,NULL,NULL,NULL,NULL,NULL,88,88
2022,NULL,8.1,NULL,6,9.3,10,5.1,14.4,NULL,NULL,NULL,NULL
2022,48.9,8.4,0,1.3,2,1.9,0,0,41.7,48.7,0,0
2022,-13.5,-11.9,-15.4,-18.5,-51.3,-12.4,-0.8,-6.7,85,90,8,7
2022,44.6,11.6,24.1,8.9,5.1,8.2,-2.8,2,85.2,86.4,1.1,2.4
2022,33,-6,24.2,-0.3,1.6,0,1.5,0.1,11.9,10.6,3.6,1.8
2022,72.95,-15.6,60.02,-15.56,-5.88,-3.4,NULL,NULL,4,2,1,2
2022,14.5,26.1,14.4,37.4,37.4,48,26.1,51.9,1.03,0.93,NULL,NULL
2022,NULL,0.35,NULL,-7.56,-4.86,9.84,7.95,0,NULL,NULL,NULL,NULL
2022,NULL,3.78,NULL,1.91,-33.99,-81.18,NULL,NULL,NULL,NULL,NULL,NULL
2022,22.5,20.5,21.5,17,-72.4,-70.8,19.2,17.7,32.9,38,30.5,48
2022,14.93,12.08,0,25.62,16.07,34.78,2.96,10.38,25.56,7.32,0,0
2022,67.9,23.4,99.3,10.7,-50.6,-46.8,-13.5,0,2.6,12.9,91.3,89.5
2022,35,11,12.5,3.3,-18.5,-10.2,23.8,0,96.4,94.8,90.2,87.9
2022,24.8,14.8,28.6,17.8,-22.5,21,0.1,-2.1,91.1,92.1,91.7,93.4
2022,2.2,23.4,7.7,29.5,0,0,0,0,0,0,0,0
2022,-32.99,-2.05,-566.7,-1.38,0,0,0,0,31.1,32.1,2.01,6.01
2022,NULL,-4,NULL,-9.12,-9.25,-9,-7.49,-1.44,NULL,NULL,NULL,NULL
2022,NULL,17.1,NULL,15.54,NULL,NULL,-8.71,-5.28,NULL,NULL,NULL,NULL
2022,NULL,10.07,NULL,10.98,NULL,NULL,5.39,8.35,NULL,NULL,NULL,NULL
2022,50,34,32,29,NULL,NULL,-8,6,76,82,88,87
2022,0,-7,NULL,-1,-8,4,NULL,NULL,74,26,81,19
2022,NULL,-1,NULL,-13,2,-10,-3,2,NULL,NULL,NULL,NULL
2022,27.1,14,1.7,6.4,0,0,0,0,99.3,99.6,100,100
2022,61.53,25.15,29.95,15.64,27.89,37.76,NULL,NULL,70,65,81,76
2022,50.8,17.51,17.1,10.54,-43.2,-49.96,7.2,5.9,4.3,1.7,60.8,50.7
2022,0,23,NULL,5,-4,-6,NULL,NULL,0.4,0,1,13
2022,11.5,11.7,-9.3,8.7,NULL,NULL,NULL,NULL,83.1,84,87.9,91.2
2022,60,26,0,29,NULL,NULL,NULL,NULL,100,100,9,40
2022,56.3,32.4,36.9,29.4,40.7,30.3,29.9,11.6,89.5,90.7,85.6,89.2
2022,-8.96,-10.88,8.48,-6.49,-111.62,-108.71,0,0,89.01,88.76,4.4,1.87
2022,63.7,17.1,39.8,0,-1.6,-0.7,1.4,0.3,6.3,11.9,8.2,13.6
2022,NULL,2.56,NULL,2.79,0.02,-3.34,0,0,NULL,NULL,NULL,NULL
2022,NULL,-21.45,NULL,-22.59,19.3,-23.4,0.06,-5.16,NULL,NULL,NULL,NULL
2022,12.9,0.9,0,-16.6,36.9,57.1,-1.6,-0.3,89,87,94,93
2022,28.3,17.4,10.5,10.4,NULL,NULL,6.1,6.3,85.9,88.7,89.1,91.2
2022,NULL,0.7,NULL,4,-4.6,-3.7,3.4,2.2,NULL,NULL,0.5,1.9
2022,NULL,22.59,NULL,24.13,15.05,10.38,28.51,7.52,NULL,NULL,NULL,NULL
2022,35.9,8.5,14.2,9.5,17.2,14.6,23,35,81.5,91.8,9.9,18.6
2022,-100.4,7.6,8.4,10.8,11.3,13.2,-11.6,-21.6,20.3,13,0.5,0
2022,NULL,-4.11,NULL,-9.47,-7.2,-4.33,17.78,35.58,NULL,NULL,NULL,NULL
2022,4.31,21.07,0,7.43,36.92,26.5,40.44,40.44,75.17,69.52,NULL,NULL
2022,34.4,13.1,34.6,14.7,-0.4,14.6,26.7,47.5,2.2,5.1,NULL,NULL
2022,NULL,5.44,NULL,5.05,13.21,21.96,7.18,0,NULL,NULL,NULL,NULL
2022,42.8,27.1,50.3,39.2,NULL,NULL,NULL,NULL,85.8,88.3,58,59.4
2022,0,13.03,0,11.55,-3.4,-17,3.1,8.3,0.11,0,0,0.1
2022,59,46,14,4,13,-54,-10,-100,79.41,23.25,0,0
2022,35,10,28,9,NULL,NULL,-11,-87,86,89,93,95
2022,28.4,8.7,1.3,2.2,-267.1,-277.5,-5.1,-12.8,79.6,82.2,82.4,87.9
2022,69.03,-10,-13,-8.9,NULL,NULL,NULL,NULL,5.3,94.64,0,0
2022,33.7,17.6,39.3,20.1,40.8,-0.7,10.6,0,92,84,61,71
2022,0.9,9.1,13.1,8.9,-13.4,-4.9,1.8,0.1,91,91,69,78
2022,79,51,46,20,NULL,NULL,-48,20,69,71,25,54
2022,29.9,4.8,36.2,1,-0.3,-0.4,NULL,NULL,11.4,17.8,0,0.9
2022,4,30,-6,28,NULL,NULL,-12,21,46,54,NULL,NULL
2022,21.2,13.6,50,13,NULL,NULL,NULL,NULL,97.2,96.5,37.2,77.9
2022,23.7,7.2,18.7,5.7,-0.1,1.8,-69.7,-69.7,88.7,92.8,78.7,79
2022,NULL,2.45,NULL,-6.36,-14.23,-11.44,12.02,6.3,NULL,NULL,NULL,NULL
2022,-1.6,1.6,-171.8,-12.8,34.1,19,13.7,16.6,62.1,70.2,11.1,17.3
2022,43,4,6,0,-1,0,0,2,48,46,47,44
2022,-3,1.8,0,-7.1,-2.8,-2.9,4.4,-1.9,1.7,1,NULL,NULL
2022,22,18,0,19,7,4,7,4,21,26,2,5
2022,NULL,-3.06,NULL,-12.07,-12.48,-6.21,-23.96,-17.45,NULL,NULL,6,13
2022,NULL,11.7,NULL,21.9,23.6,53.8,15.6,24.7,NULL,NULL,NULL,NULL
2022,38.7,26,52.5,23,19.9,1.8,5.7,24.6,89.9,91.9,48.7,46.5
2022,NULL,-18,NULL,-4,-23,-8,-23,-34,NULL,NULL,NULL,NULL
2022,-6,0.3,11.1,3.3,NULL,NULL,17.2,23.3,84,82,100,100
2022,19,9,22,10,13,1,3,1,90,91,82,85
2022,19,14,16,16,-42,-29,3,0,91,95,89,88
2022,-20.9,7.7,0,13.5,1.2,2.5,1.4,4.8,86.7,76.1,22,13
2022,13.3,7.8,4,5.5,NULL,NULL,-2.5,6,92.8,95.9,87.8,92.4
2022,28.93,10.9,0,9,NULL,NULL,NULL,NULL,93.97,93.09,9.48,9.67
2022,NULL,12,NULL,18,-15,-53,3,1,NULL,NULL,NULL,NULL
2022,NULL,10.77,NULL,18.44,32.39,63.05,6.03,14.93,NULL,NULL,NULL,NULL
2022,NULL,11.4,NULL,14,14,9.6,9.9,5.5,NULL,NULL,NULL,NULL
2022,50.66,9.82,16.92,5.39,1.83,2.66,-5.8,-0.35,83.53,83.66,5.93,6.39
2022,NULL,17.66,NULL,1.76,-49.25,-47.03,5.52,23.46,NULL,NULL,NULL,NULL
2022,NULL,12.23,NULL,10.53,-27.36,-12.56,0.86,0.69,NULL,NULL,NULL,NULL
2022,NULL,5.1,NULL,3.39,3.08,1.29,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,-1.2,NULL,1.76,-39.57,-73.17,NULL,NULL,NULL,NULL,NULL,NULL
2022,NULL,-3.63,NULL,-19.23,-89.1,-34.86,2.25,0,NULL,NULL,NULL,NULL
2022,NULL,11.3,NULL,9.1,2.5,2.3,42.7,49.8,NULL,NULL,NULL,NULL
2022,-18.64,14.47,0,20.39,-42.47,-53.28,36.69,12.82,74.6,86.2,5.48,4.9
2022,NULL,4.9,NULL,-0.1,2.1,-2,NULL,NULL,NULL,NULL,NULL,NULL
2022,-3.4,5,-0.7,1.4,NULL,NULL,6.1,6.1,87.3,87.7,100,100
2022,NULL,0.08,NULL,-5.36,-4.49,0.91,3.48,-6.13,NULL,NULL,0,0.12
2022,24.6,18.5,-30.5,15.7,-71.2,-100.4,18.7,21,48,59,9,13
2022,11.2,3.7,-25.3,-0.6,-3.1,-1.7,-5.7,-5.7,92,92,5,8
2022,49,25.4,58.4,37.3,-7.9,-0.6,-34.1,-32.3,32.4,56,100,100
2022,NULL,16.26,NULL,16.36,NULL,NULL,6.59,-0.13,NULL,NULL,0,0.55
2022,4.2,9.4,-16.8,6.2,NULL,NULL,-17.4,-37.5,84.2,80.2,84.2,84.6
2022,NULL,11,NULL,11,15,22,7,9,NULL,NULL,0.38,0.81
2022,NULL,5,NULL,4,-1,-1,-8,-7,NULL,NULL,NULL,NULL
2022,31.3,18.4,44.9,19.2,NULL,NULL,7.4,10.8,84.4,83.9,NULL,NULL
2022,25.4,37,0,55.7,11,3.2,33.3,33.4,63,66,3.1,2.9
2022,35.4,25.9,26.2,28.4,-53.9,-43.5,-36.9,-12.2,83,92,72.4,85.4
2022,42.7,14.3,7.1,-1.1,0,0,9.1,1.5,82,80,24.1,24.1
2022,NULL,16.06,NULL,17.37,14.61,-3.43,10.03,0,NULL,NULL,NULL,NULL
2022,NULL,7.71,NULL,7.66,4.15,-4.15,2.76,2.53,NULL,NULL,0.08,0.34
2022,NULL,5,NULL,10,2,4,5,4,NULL,NULL,NULL,NULL
2022,23,19,10,12,29,35,19,-2,89,83,74,66
2022,54.6,11.43,33.12,-1.55,29.29,9.24,NULL,NULL,76.43,68.07,8.57,27.71
2022,8.68,16.36,12.65,20,NULL,NULL,22.74,33.97,72.28,57.84,85.15,86.31
2022,62.1,32.63,6.8,30.57,42.24,38.46,27.95,27.44,74,82,74,81
2022,31,21,18,19,51,50,36,-10,88,88,93,93
2022,8,8.4,16.3,14,-35.7,-25.6,17.2,0,94,92,92,91
2022,9.75,6.05,15.42,16.05,-14.96,-5.8,9.89,38.21,91,93,93,95
2022,NULL,4.04,NULL,-1.6,-6.36,-5.77,-1.87,-9.39,NULL,NULL,0.32,1.65
2022,NULL,1.28,NULL,-5.35,-3.29,-2.79,0.93,-3.12,NULL,NULL,0,0
2022,NULL,-0.41,NULL,4.24,4.6,5.86,21.25,18.54,NULL,NULL,NULL,NULL
2022,NULL,-1.88,NULL,-4.62,-4.63,-2.88,5.26,1.18,NULL,NULL,0.59,1.68
2022,5.4,-0.3,30,-10.6,-15.7,-1.9,-13.5,-0.6,87.7,80.8,81.8,73.3
2022,36,5,49,1,17,15,NULL,NULL,77,88,33,28
2022,29.9,20,39.4,20.3,NULL,NULL,NULL,NULL,79.7,84,91.5,94
2022,45,30,20,32,-9,-12,-13,-14,100,100,84,92
2022,65.3,38.3,51.6,21.5,61.8,68.1,4.2,-74.2,87.2,84.1,38.1,47.3
2022,6,8,8,18,NULL,NULL,NULL,NULL,100,100,81,77
2022,13.9,22,18.3,20.5,NULL,NULL,NULL,NULL,65.4,78.1,86.5,89.3
2022,63,32,31,26,30,34,-20,-14,88,88,90,91
2022,31.4,19,24.7,16.5,NULL,NULL,1.5,0,77.5,79,89,91.1
2022,24.6,19.9,14.3,15.5,NULL,NULL,6.6,29.8,91.7,92.3,92.4,93.5
2022,24.6,20.4,12.9,15.1,NULL,NULL,6.6,29.8,91.6,92.1,92.1,93.3
2022,NULL,6.3,NULL,7.01,1.05,3.73,0.26,1.86,NULL,NULL,NULL,NULL
2022,NULL,13.87,NULL,8.24,NULL,NULL,3.8,8.24,NULL,NULL,NULL,NULL
2022,NULL,8.39,NULL,2.7,25.69,31.26,NULL,NULL,NULL,NULL,NULL,NULL
2022,39.7,8.7,6.9,3,-130.2,-81.4,-0.3,-0.7,87,84,87,82
2022,-2.42,5.59,5.59,6.97,1.64,1.76,-12.47,-22.97,90.46,93.11,80.35,79.66
2022,22.1,11.5,19.2,16.4,NULL,NULL,NULL,NULL,73.7,71.1,56.6,55.3
2023,32.5,20.5,35.9,21.8,33.1,33.1,-2.7,-6.1,93,94,78,84
2023,14.2,11.8,-1.6,13.8,-25.5,-29.5,-13.4,-9.3,90,91,81,85
2023,6.69,-3.8,10.51,-0.2,-11.43,-6.68,-5.44,7.5,11.4,6.36,0.27,0.3
2023,NULL,11.29,NULL,12.75,15.77,-2.23,39.69,9.53,0.11,0,9.75,11.31
2023,NULL,3.59,NULL,-9.99,-7.26,-23.07,19.29,10.14,NULL,NULL,NULL,NULL
2023,NULL,1.65,NULL,-9.31,-19.43,-0.33,8.61,29.11,NULL,NULL,0.4,0.23
2023,NULL,-4.09,NULL,-7.95,-18.41,-29.7,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,-7.72,NULL,-12.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,10.45,9.16,6.47,8.97,NULL,NULL,2.14,-6.02,83,84,15,23
2023,NULL,-0.58,NULL,-10.59,-2.27,-2.82,22.57,8.52,NULL,NULL,NULL,NULL
2023,NULL,3.88,NULL,-5.61,-5.47,-3.32,4.14,-3.36,NULL,NULL,0,0.23
2023,31.3,18,25,21.1,14.7,27.3,13.6,0,92.1,91.9,0.9,1.8
2023,NULL,13.7,NULL,14.12,17.64,34.98,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,0.41,NULL,2.35,5.42,12.91,-0.52,-1.56,NULL,NULL,NULL,NULL
2023,NULL,2.57,NULL,-1.56,-13.66,-7.58,0.02,0,NULL,NULL,NULL,NULL
2023,NULL,5.04,NULL,7.41,-8.77,-3.22,-0.57,0.47,NULL,NULL,NULL,NULL
2023,NULL,-5.16,NULL,-13.54,-89.82,-67.85,20.38,4.69,NULL,NULL,NULL,NULL
2023,NULL,4.82,NULL,10.59,47.92,47.34,0,0,NULL,NULL,5.26,2.85
2023,NULL,4.24,NULL,0.92,-30.04,-22.22,0.58,0,NULL,NULL,NULL,NULL
2023,NULL,3.02,NULL,-0.76,-14.98,-19.05,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,5.57,NULL,2.5,5.17,15.5,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,4.69,NULL,-0.24,-2.56,-2.36,-1.28,-0.37,NULL,NULL,NULL,NULL
2022,NULL,7.66,NULL,-1.93,14.34,20.98,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,7.95,NULL,1.88,-77.91,-76.93,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,-5.2,NULL,-19.66,-10.84,-40.27,NULL,NULL,NULL,NULL,NULL,NULL
2023,NULL,5.32,NULL,4.99,0.92,0.79,-13.2,-13.25,NULL,NULL,NULL,NULL
2023,NULL,11.9,NULL,4.71,-1.22,1.53,0.52,0.58,NULL,NULL,NULL,NULL
2023,NULL,10.3,NULL,10.3,-5.6,5.5,NULL,NULL,NULL,NULL,NULL,NULL
2023,13,12,-22.3,6.9,NULL,NULL,3.4,6.2,93.2,95.7,81,85
2023,10.6,7.6,6,9.9,20.4,24.4,8.8,3.1,94.4,95.3,91,88.7
2023,61.9,15.9,0,12.7,NULL,NULL,NULL,NULL,72.2,84.9,NULL,NULL
2023,80.1,15.8,0,0,NULL,NULL,NULL,NULL,93.2,94.5,NULL,NULL
2023,19.69,9.14,11.42,2.03,30.94,17.84,0.07,0.65,85,86,80,78
2023,7.6,6.3,-83.3,13.9,NULL,NULL,NULL,NULL,45.7,37.2,NULL,NULL
2023,38,29,35,12,NULL,NULL,NULL,NULL,89,85,64,90
2022,65,31,26,17,NULL,NULL,NULL,NULL,89,81,74,86
2023,5,18.9,23.9,13.1,-0.6,-0.9,4.4,8.7,1.1,2.1,87.7,85.4
2023,53,28.2,31,29.4,NULL,NULL,-0.2,1.1,94,96,86,85
2022,48.1,24.2,23.3,17.9,26,18.1,-2,9.6,77.2,80.6,73.1,74.6
2023,42.7,24.6,7.9,14.7,24,24.5,13.1,14,78.9,83.7,84.9,86.9
2023,-11.2,0.8,-29.4,-6.8,-19.7,-4.7,-5.8,-0.6,91.7,85.4,88.6,73.7
2023,13.3,9.4,19.1,10.2,NULL,NULL,-22.2,-37.1,87,84.6,91,92.1
2023,29,15.2,32.4,17.5,NULL,NULL,-1.5,-0.8,96.1,98.1,93.7,96.5
2023,4.2,9,15.8,11,NULL,NULL,13.7,0,96.4,96.4,93.8,94.6
2023,57,31,41,28,42,42,5,0,81,0,0.5,1.3
2023,33.4,4,28.7,2.4,6.6,2.3,NULL,NULL,3.1,1.3,0.6,0.6
2023,67.1,11.8,37.4,3.2,-0.5,-0.3,NULL,NULL,4.4,5.4,1.4,2.4
2023,-9.4,29.8,4.8,25.3,7.1,1.5,37.4,6.1,1,5.6,2.8,29.8
2023,42,13,20,-17,NULL,NULL,NULL,NULL,69,42,NULL,NULL
2023,46,5.8,57,8.7,-30.9,-22.3,10.9,13.9,29,49,0,7
2023,75,56,53,14,-31,0,-2,0,85,88,65,61
2023,20.4,-5.7,-9.6,-30.5,0.1,-52.4,NULL,NULL,81,44,13,19
2023,-15.8,14.4,27.7,17.7,NULL,NULL,NULL,NULL,96.6,95,17,42.3
2023,40.1,23.1,26.7,24.6,73.8,60.6,-12,-0.7,88.5,88.2,65.4,69.6
2023,42.47,29.86,50.62,32.11,15.33,15.26,-14.98,-9.52,39.2,53.4,100,80
2023,42.8,24.42,24.86,19.75,NULL,NULL,NULL,NULL,20,37.9,98.5,73.4
2023,57.2,33.1,26.7,21.3,NULL,NULL,NULL,NULL,88.6,84.4,94.7,97.8
2023,16.01,10.37,11.3,11.51,5.85,2.07,2.53,1.09,84.44,85.81,77.53,76.17
2023,20,11,0,-13,-10,-24,NULL,NULL,25,31,88,83
2023,24,13,14,10,NULL,NULL,NULL,NULL,95,94,98,98
2023,48,23,22,10,NULL,NULL,NULL,NULL,93,95,97,98
2023,47,18,33,23,NULL,NULL,25,20,9,71,84,91
2023,17.1,9.3,5.3,-4.8,13.9,32.2,-2.6,-2.9,85,80,93,85
2023,24.3,10.5,9.1,8.3,-10.8,-6.7,-0.7,0.3,89.1,90.3,90.1,90.9
2023,-27.9,-7.6,-147.1,1.8,0.6,0.6,1.4,2.8,92.1,91.3,3.2,20.1
2023,51.9,12.8,18,1.4,-11.4,-14.9,25.4,33,80.2,73,3.1,3.4
2023,41.7,23.7,23.2,26.9,45.7,67.2,-8.9,-56.4,92.7,93.4,87.8,89.5
2023,5.41,18.88,-21.53,-3.44,-26.32,-24.35,0,0,38.14,41.46,10.31,16.15
2023,39.3,-19.5,39.2,-22.7,-35.5,-105.5,NULL,NULL,27.1,20.8,18.6,17.6
2023,-21.4,17.9,-70.6,9.8,20.2,23.2,29.9,-1.5,80,77.2,13.3,10.2
2023,NULL,9.14,NULL,-10.54,-6.35,-2.89,-8.97,-10.23,NULL,NULL,0.59,0.98
2023,21,18,22,19,-3,19,-70,-57,86,89,82,86
2023,NULL,0.94,NULL,-14.23,-12.28,-16,9.92,2.63,NULL,NULL,NULL,NULL
2023,50.4,16.4,46.6,14.4,NULL,NULL,NULL,NULL,46.63,46.17,0.25,1.04
2023,NULL,3.9,NULL,0.5,15.8,12.3,1.4,2.7,NULL,NULL,19.2,15.8
2023,27.37,8.69,0,3.03,-40,-67.94,-8.78,-11.21,73,75.28,44.33,42.63
2023,NULL,-10.78,NULL,-30.77,13.2,7.61,-1.51,0.13,NULL,NULL,NULL,NULL
2023,27.7,5.7,19.4,-0.4,NULL,NULL,15.2,11.6,90.6,93.4,10.4,35.9
2023,14.3,3.7,-12.9,-3.8,NULL,NULL,14.1,-1.3,65,86,23,14
